Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
40,1,Travel_Rarely,Sales,22,2,Marketing,3,Male,2,Sales Executive,3,Married,6380,Y,Yes,12,3,1,8,3,6,4,1,0
31,0,Travel_Rarely,Research & Development,9,4,Life Sciences,3,Male,1,Research Scientist,2,Single,2657,Y,Yes,16,3,4,3,3,2,2,2,2
21,1,Travel_Rarely,Sales,12,3,Life Sciences,3,Female,1,Sales Representative,2,Single,2716,Y,No,15,3,4,1,3,1,0,0,0
29,0,Travel_Rarely,Research & Development,23,3,Life Sciences,4,Male,1,Research Scientist,4,Single,2201,Y,No,16,3,4,6,3,3,2,1,2
35,0,Travel_Rarely,Research & Development,9,4,Life Sciences,3,Male,2,Healthcare Representative,2,Single,6540,Y,No,19,3,3,10,3,1,1,0,0
27,0,Travel_Rarely,Research & Development,1,2,Medical,4,Male,1,Laboratory Technician,2,Divorced,3816,Y,No,11,3,2,5,3,5,2,0,4
28,0,Travel_Rarely,Sales,9,4,Life Sciences,2,Male,2,Sales Executive,4,Single,5253,Y,No,16,3,4,7,3,7,5,0,7
49,0,Travel_Rarely,Research & Development,7,3,Other,2,Male,3,Healthcare Representative,3,Single,10965,Y,No,24,4,3,26,3,5,2,0,0
51,0,Travel_Rarely,Sales,14,2,Life Sciences,3,Female,2,Sales Executive,4,Married,4936,Y,No,11,3,3,18,2,7,7,0,7
36,0,Travel_Rarely,Research & Development,2,3,Life Sciences,4,Female,1,Research Scientist,3,Married,2543,Y,No,13,3,2,6,3,2,2,2,2
34,1,Non-Travel,Sales,19,3,Marketing,1,Male,2,Sales Executive,4,Single,5304,Y,Yes,13,3,2,9,2,5,2,0,4
55,0,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Female,4,Manager,4,Single,16659,Y,Yes,13,3,3,30,3,5,4,1,2
24,0,Travel_Rarely,Sales,10,4,Marketing,4,Female,2,Sales Executive,3,Divorced,4260,Y,Yes,12,3,4,5,4,5,2,0,3
30,0,Travel_Rarely,Sales,2,1,Technical Degree,3,Male,1,Sales Representative,2,Married,2476,Y,No,18,3,1,1,3,1,0,0,0
26,1,Travel_Frequently,Research & Development,3,1,Technical Degree,3,Male,1,Research Scientist,1,Single,3102,Y,No,22,4,3,7,3,6,4,0,4
22,0,Travel_Rarely,Research & Development,11,3,Medical,1,Female,1,Research Scientist,2,Married,2244,Y,No,13,3,4,2,3,2,1,1,2
36,0,Travel_Rarely,Sales,2,2,Medical,2,Male,3,Sales Executive,3,Married,7596,Y,No,13,3,2,10,3,10,9,9,0
30,1,Travel_Frequently,Research & Development,4,3,Technical Degree,3,Male,1,Research Scientist,4,Single,2285,Y,Yes,23,4,3,3,3,1,0,0,0
37,0,Travel_Rarely,Research & Development,14,3,Life Sciences,4,Female,1,Laboratory Technician,1,Divorced,3034,Y,No,12,3,3,18,2,18,7,12,17
40,0,Travel_Rarely,Sales,2,2,Marketing,4,Female,2,Sales Executive,2,Divorced,5715,Y,No,12,3,3,8,3,5,4,1,3
42,0,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Female,1,Laboratory Technician,1,Divorced,2576,Y,No,16,3,2,8,3,5,2,1,2
37,0,Travel_Rarely,Research & Development,10,4,Life Sciences,3,Male,2,Manufacturing Director,2,Single,4197,Y,Yes,12,3,4,18,2,1,0,0,1
43,0,Travel_Rarely,Research & Development,12,3,Life Sciences,1,Male,4,Research Director,2,Divorced,14336,Y,No,11,3,3,25,3,25,10,3,9
40,0,Travel_Rarely,Research & Development,2,3,Medical,2,Female,2,Laboratory Technician,3,Married,3448,Y,No,22,4,2,20,3,1,0,0,0
54,0,Travel_Rarely,Research & Development,5,2,Medical,1,Male,5,Research Director,1,Married,19406,Y,No,11,3,3,24,2,4,2,1,2
34,0,Non-Travel,Sales,4,4,Marketing,3,Female,2,Sales Executive,3,Married,6538,Y,No,15,3,1,6,3,3,2,1,2
31,0,Travel_Rarely,Research & Development,7,2,Medical,2,Female,2,Manufacturing Director,1,Married,4306,Y,No,12,3,2,13,1,13,10,3,12
43,0,Travel_Frequently,Research & Development,21,3,Medical,4,Male,1,Laboratory Technician,4,Married,2258,Y,No,20,4,1,8,3,3,2,1,2
43,0,Travel_Rarely,Research & Development,8,4,Other,3,Female,2,Healthcare Representative,3,Divorced,4522,Y,Yes,14,3,4,8,3,5,2,0,2
25,0,Travel_Rarely,Sales,4,2,Life Sciences,2,Female,2,Sales Executive,4,Single,4487,Y,Yes,11,3,2,5,3,5,4,1,3
37,0,Non-Travel,Research & Development,25,5,Medical,2,Female,2,Research Scientist,3,Married,4449,Y,Yes,15,3,1,15,3,13,11,10,7
31,0,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,1,Laboratory Technician,1,Married,2218,Y,No,12,3,3,4,3,4,2,3,2
39,0,Travel_Frequently,Research & Development,1,1,Life Sciences,2,Male,5,Manager,3,Divorced,19197,Y,Yes,14,3,3,21,3,21,8,1,6
56,0,Travel_Frequently,Sales,6,3,Life Sciences,3,Female,4,Sales Executive,1,Married,13212,Y,No,11,3,4,36,2,7,7,7,7
30,0,Travel_Rarely,Sales,12,3,Technical Degree,2,Female,2,Sales Executive,3,Single,6577,Y,No,11,3,2,6,3,5,4,4,4
41,0,Travel_Rarely,Sales,1,3,Marketing,2,Male,3,Sales Executive,1,Married,8392,Y,No,16,3,3,10,3,10,7,0,7
28,0,Travel_Rarely,Research & Development,17,2,Medical,3,Male,2,Laboratory Technician,1,Divorced,4558,Y,No,12,3,4,10,3,10,0,1,8
25,1,Travel_Rarely,Research & Development,3,3,Medical,1,Male,1,Laboratory Technician,1,Married,4031,Y,No,13,3,3,6,3,2,2,0,2
52,0,Travel_Rarely,Research & Development,3,3,Medical,4,Male,3,Manufacturing Director,3,Married,7969,Y,Yes,14,3,3,28,3,5,4,0,4
45,0,Travel_Rarely,Research & Development,10,2,Life Sciences,1,Male,1,Research Scientist,4,Married,2654,Y,No,21,4,4,8,2,2,2,0,2
52,0,Travel_Rarely,Research & Development,4,2,Life Sciences,4,Female,4,Manager,4,Married,16555,Y,No,13,3,4,31,1,5,2,1,4
42,0,Travel_Frequently,Research & Development,29,2,Life Sciences,1,Female,2,Research Scientist,3,Divorced,4556,Y,No,11,3,2,19,3,5,4,0,2
30,0,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Female,2,Manufacturing Director,4,Single,6091,Y,No,20,4,3,11,3,5,4,0,2
60,0,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Female,5,Manager,1,Married,19566,Y,No,11,3,4,33,1,29,8,11,10
46,0,Travel_Rarely,Research & Development,18,3,Medical,3,Female,2,Manufacturing Director,3,Divorced,4810,Y,No,14,3,3,19,2,10,7,0,8
42,0,Travel_Frequently,Research & Development,28,4,Technical Degree,4,Female,2,Healthcare Representative,4,Married,4523,Y,No,11,3,4,7,4,6,5,0,4
24,1,Travel_Rarely,Sales,1,1,Technical Degree,1,Female,1,Sales Representative,2,Single,3202,Y,Yes,16,3,2,6,3,5,3,1,4
34,1,Travel_Frequently,Sales,6,2,Marketing,4,Female,1,Sales Representative,3,Divorced,2351,Y,No,16,3,4,3,2,2,2,1,0
38,0,Travel_Frequently,Research & Development,2,2,Life Sciences,4,Male,1,Laboratory Technician,4,Married,1702,Y,Yes,23,4,3,1,3,1,0,0,0
40,0,Travel_Rarely,Sales,2,4,Life Sciences,3,Female,5,Manager,3,Married,18041,Y,No,14,3,4,21,3,20,15,1,12
26,0,Travel_Rarely,Research & Development,23,3,Life Sciences,1,Female,1,Research Scientist,4,Divorced,2886,Y,No,22,4,2,3,1,3,2,0,2
30,0,Non-Travel,Research & Development,3,3,Life Sciences,3,Male,1,Laboratory Technician,4,Married,2097,Y,No,15,3,3,9,1,5,3,1,4
29,0,Travel_Rarely,Research & Development,3,4,Medical,2,Male,3,Research Director,3,Married,11935,Y,No,18,3,3,10,3,10,2,0,7
29,1,Travel_Rarely,Research & Development,25,5,Technical Degree,3,Female,1,Research Scientist,2,Married,2546,Y,No,16,3,2,6,4,2,2,1,1
19,1,Travel_Rarely,Human Resources,2,2,Technical Degree,1,Male,1,Human Resources,4,Single,2564,Y,No,12,3,3,1,4,1,0,0,0
30,0,Non-Travel,Sales,22,4,Other,3,Female,3,Sales Executive,1,Married,8412,Y,No,11,3,3,10,3,9,8,7,8
57,0,Travel_Rarely,Sales,29,3,Marketing,1,Male,4,Manager,4,Divorced,14118,Y,No,12,3,3,32,2,1,0,0,0
50,0,Travel_Rarely,Research & Development,29,4,Life Sciences,2,Male,4,Manager,3,Married,17046,Y,No,15,3,2,28,3,27,10,15,7
30,0,Non-Travel,Research & Development,2,3,Medical,3,Female,1,Laboratory Technician,4,Single,2564,Y,No,14,3,3,12,2,11,7,6,7
60,0,Travel_Frequently,Sales,28,3,Marketing,3,Female,3,Sales Executive,1,Married,10266,Y,No,19,3,4,22,4,18,13,13,11
47,0,Travel_Rarely,Research & Development,2,2,Medical,1,Female,2,Manufacturing Director,4,Divorced,5070,Y,No,13,3,3,20,3,5,0,0,4
46,0,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,4,Research Director,3,Married,17861,Y,No,13,3,3,26,1,3,2,0,1
35,0,Travel_Rarely,Research & Development,22,3,Life Sciences,4,Male,1,Laboratory Technician,3,Single,4230,Y,No,15,3,3,6,3,5,4,4,3
54,0,Travel_Rarely,Research & Development,8,4,Life Sciences,3,Female,2,Laboratory Technician,3,Single,3780,Y,No,11,3,3,19,3,1,0,0,0
34,0,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,1,Research Scientist,3,Divorced,2768,Y,No,12,3,3,14,3,7,3,5,7
46,0,Travel_Rarely,Sales,10,3,Marketing,3,Female,3,Sales Executive,4,Married,9071,Y,Yes,19,3,3,15,3,3,2,1,2
31,0,Travel_Rarely,Research & Development,9,1,Life Sciences,3,Male,3,Manufacturing Director,2,Divorced,10648,Y,No,25,4,4,13,4,13,8,0,8
33,1,Travel_Rarely,Research & Development,15,1,Medical,2,Male,3,Manager,3,Married,13610,Y,Yes,12,3,4,15,4,7,6,7,7
33,1,Travel_Rarely,Research & Development,10,1,Medical,1,Male,1,Laboratory Technician,4,Divorced,3408,Y,No,13,3,1,8,3,4,3,1,3
30,0,Travel_Rarely,Sales,7,1,Marketing,4,Male,1,Sales Representative,2,Single,2983,Y,No,14,3,1,4,3,3,2,1,2
35,0,Travel_Rarely,Research & Development,16,3,Life Sciences,4,Male,3,Healthcare Representative,3,Married,7632,Y,Yes,12,3,3,10,3,8,7,0,0
31,1,Travel_Frequently,Research & Development,20,3,Life Sciences,1,Male,3,Healthcare Representative,3,Married,9824,Y,No,12,3,1,12,3,1,0,0,0
34,1,Travel_Frequently,Human Resources,23,3,Human Resources,2,Female,3,Human Resources,1,Divorced,9950,Y,Yes,15,3,3,11,3,3,2,0,2
42,0,Travel_Frequently,Research & Development,5,2,Other,2,Male,1,Laboratory Technician,3,Married,2093,Y,No,17,3,4,8,3,2,2,2,0
36,0,Non-Travel,Sales,10,4,Medical,2,Male,3,Sales Executive,4,Single,9980,Y,No,14,3,4,10,2,10,3,9,7
22,1,Travel_Frequently,Research & Development,4,1,Technical Degree,3,Male,1,Laboratory Technician,3,Single,3894,Y,No,16,3,3,4,3,2,2,1,2
48,0,Travel_Rarely,Sales,2,5,Marketing,2,Female,2,Sales Executive,4,Married,4051,Y,No,14,3,1,14,3,9,7,6,7
55,0,Travel_Rarely,Sales,18,5,Life Sciences,1,Female,4,Manager,2,Single,16835,Y,No,23,4,4,37,3,10,9,7,7
41,0,Non-Travel,Sales,10,2,Life Sciences,4,Male,2,Sales Executive,4,Single,6230,Y,No,14,3,4,16,3,14,3,1,10
35,0,Travel_Rarely,Sales,1,3,Marketing,2,Male,2,Sales Executive,3,Married,4717,Y,No,11,3,3,15,3,11,9,6,9
40,0,Travel_Rarely,Research & Development,6,3,Life Sciences,2,Female,4,Manufacturing Director,3,Single,13237,Y,No,15,3,3,22,3,20,6,5,13
39,0,Travel_Frequently,Research & Development,8,1,Life Sciences,3,Female,1,Laboratory Technician,3,Married,3755,Y,No,11,3,1,8,3,8,3,0,7
31,0,Travel_Rarely,Sales,2,1,Life Sciences,2,Male,2,Sales Executive,4,Single,6582,Y,Yes,13,3,3,10,4,6,5,0,5
42,0,Travel_Rarely,Research & Development,24,3,Medical,4,Male,3,Manufacturing Director,1,Married,7406,Y,Yes,21,4,4,10,2,10,9,5,8
45,0,Travel_Rarely,Sales,2,3,Other,4,Male,2,Sales Executive,2,Married,4805,Y,No,19,3,2,9,4,8,7,3,7
26,1,Travel_Frequently,Human Resources,17,4,Life Sciences,2,Female,1,Human Resources,3,Divorced,2741,Y,Yes,11,3,2,8,2,7,7,1,0
29,0,Travel_Rarely,Research & Development,19,3,Technical Degree,4,Male,2,Manufacturing Director,4,Divorced,4262,Y,No,12,3,2,8,4,3,2,1,2
33,0,Travel_Rarely,Research & Development,1,5,Medical,1,Female,4,Research Director,3,Divorced,16184,Y,No,19,3,3,10,3,6,1,0,5
31,0,Travel_Rarely,Sales,7,3,Life Sciences,3,Male,3,Manager,4,Divorced,11557,Y,No,21,4,3,10,2,5,4,0,1
18,1,Travel_Frequently,Sales,5,3,Marketing,2,Male,1,Sales Representative,2,Single,1878,Y,Yes,14,3,4,0,3,0,0,0,0
40,0,Non-Travel,Sales,28,3,Other,3,Male,3,Sales Executive,1,Divorced,10932,Y,No,15,3,3,20,3,1,0,0,1
41,0,Non-Travel,Research & Development,2,4,Other,1,Female,2,Healthcare Representative,3,Single,6811,Y,Yes,17,3,1,10,3,8,7,0,7
26,0,Travel_Rarely,Sales,29,2,Medical,1,Male,2,Sales Executive,3,Divorced,4306,Y,No,12,3,1,8,3,0,0,0,0
35,0,Travel_Rarely,Sales,1,3,Medical,1,Female,2,Sales Executive,3,Single,4859,Y,No,16,3,4,5,3,5,4,0,3
34,0,Travel_Rarely,Sales,21,4,Life Sciences,4,Male,2,Sales Executive,4,Single,5337,Y,No,12,3,4,10,3,10,7,5,7
26,1,Travel_Rarely,Research & Development,24,3,Technical Degree,3,Male,1,Laboratory Technician,4,Single,2340,Y,Yes,18,3,2,1,1,1,0,0,0
37,0,Travel_Rarely,Research & Development,1,3,Technical Degree,2,Female,3,Manufacturing Director,4,Single,7491,Y,No,17,3,4,12,4,6,5,1,2
46,0,Travel_Frequently,Research & Development,18,1,Medical,1,Female,3,Healthcare Representative,3,Married,10527,Y,No,11,3,4,28,2,2,2,1,2
41,0,Travel_Rarely,Sales,2,5,Life Sciences,2,Female,4,Manager,1,Married,16595,Y,No,16,3,2,22,3,18,16,11,8
37,0,Non-Travel,Sales,9,4,Medical,1,Male,3,Sales Executive,2,Divorced,8834,Y,No,13,3,4,9,3,9,5,7,7
52,0,Travel_Rarely,Research & Development,6,2,Technical Degree,4,Male,2,Research Scientist,1,Divorced,5577,Y,Yes,12,3,2,18,3,10,9,6,9
32,1,Non-Travel,Sales,11,4,Other,4,Male,2,Sales Executive,3,Married,4707,Y,No,12,3,4,6,3,4,2,1,2
24,0,Travel_Frequently,Sales,24,3,Medical,4,Male,1,Sales Representative,4,Married,2400,Y,No,13,3,3,3,3,2,2,2,1
38,0,Travel_Rarely,Research & Development,10,3,Medical,3,Female,2,Healthcare Representative,3,Married,9824,Y,No,19,3,3,18,3,1,0,0,0
37,0,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Female,2,Manufacturing Director,2,Married,6447,Y,No,12,3,2,8,2,6,5,4,3
49,0,Travel_Rarely,Research & Development,18,4,Life Sciences,4,Male,5,Research Director,3,Divorced,19502,Y,Yes,17,3,3,31,3,31,9,0,9
24,0,Travel_Rarely,Research & Development,23,3,Medical,2,Male,1,Research Scientist,4,Married,2725,Y,Yes,11,3,2,6,3,6,5,1,4
26,0,Travel_Rarely,Sales,28,2,Marketing,1,Male,2,Sales Executive,2,Married,6272,Y,No,20,4,4,6,4,5,3,1,4
24,0,Travel_Rarely,Research & Development,17,2,Other,4,Male,1,Laboratory Technician,2,Married,2127,Y,No,21,4,4,1,3,1,0,0,0
50,0,Travel_Frequently,Human Resources,3,3,Medical,1,Male,5,Manager,2,Married,18200,Y,No,11,3,3,32,3,32,5,10,7
25,0,Travel_Rarely,Sales,13,1,Medical,2,Male,1,Sales Representative,3,Married,2096,Y,No,11,3,3,7,3,7,4,0,6
24,1,Travel_Frequently,Research & Development,7,3,Life Sciences,1,Female,1,Laboratory Technician,3,Married,2886,Y,Yes,16,3,4,6,3,6,3,1,2
30,1,Travel_Frequently,Sales,12,4,Life Sciences,2,Male,1,Sales Representative,1,Married,2033,Y,No,18,3,3,1,4,1,0,0,0
34,0,Travel_Rarely,Research & Development,1,2,Life Sciences,2,Male,1,Research Scientist,4,Married,3622,Y,Yes,13,3,4,6,3,6,5,1,3
31,1,Travel_Rarely,Sales,13,4,Medical,2,Male,2,Sales Executive,1,Divorced,4233,Y,No,17,3,3,9,1,3,1,1,2
35,0,Travel_Rarely,Research & Development,25,2,Other,1,Male,2,Laboratory Technician,4,Single,3681,Y,No,14,3,4,9,3,3,2,0,2
31,0,Travel_Rarely,Sales,6,4,Medical,1,Male,2,Sales Executive,4,Divorced,5460,Y,No,22,4,4,13,4,7,7,5,7
27,0,Travel_Rarely,Research & Development,6,4,Medical,1,Female,1,Research Scientist,3,Divorced,2187,Y,No,12,3,3,6,2,5,3,0,3
37,0,Travel_Rarely,Sales,2,3,Marketing,4,Male,2,Sales Executive,3,Married,9602,Y,Yes,11,3,3,17,2,3,0,1,0
20,0,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,1,Research Scientist,2,Single,2836,Y,No,13,3,4,1,4,1,0,0,0
42,0,Travel_Rarely,Research & Development,2,4,Life Sciences,3,Female,2,Healthcare Representative,4,Married,4089,Y,No,13,3,2,10,3,10,2,2,2
43,0,Travel_Rarely,Research & Development,6,4,Other,2,Male,4,Research Director,4,Divorced,16627,Y,Yes,14,3,3,21,2,1,0,0,0
38,0,Travel_Rarely,Research & Development,1,1,Life Sciences,3,Female,1,Research Scientist,1,Single,2619,Y,No,17,3,4,8,2,0,0,0,0
43,0,Travel_Frequently,Research & Development,9,5,Medical,4,Male,2,Laboratory Technician,3,Divorced,5679,Y,Yes,13,3,2,10,3,8,7,4,7
48,0,Travel_Rarely,Research & Development,1,4,Life Sciences,4,Female,4,Manager,1,Married,15402,Y,No,11,3,1,21,1,3,2,0,2
44,0,Travel_Rarely,Human Resources,1,4,Life Sciences,1,Female,2,Human Resources,3,Single,5985,Y,No,11,3,2,10,4,2,2,0,2
34,0,Travel_Rarely,Sales,14,3,Technical Degree,3,Female,1,Sales Representative,3,Divorced,2579,Y,Yes,18,3,4,8,3,8,2,0,6
27,1,Travel_Rarely,Sales,2,1,Marketing,3,Male,1,Sales Representative,1,Divorced,3041,Y,No,11,3,2,5,3,4,3,0,2
21,0,Travel_Rarely,Sales,22,1,Technical Degree,3,Male,1,Sales Representative,3,Single,3447,Y,No,11,3,3,3,3,3,2,1,2
44,0,Travel_Rarely,Research & Development,3,4,Other,4,Male,5,Manager,4,Married,19513,Y,Yes,12,3,1,26,4,2,2,0,1
22,0,Travel_Rarely,Research & Development,6,1,Medical,1,Male,1,Research Scientist,3,Married,2773,Y,No,20,4,4,3,3,2,2,2,2
33,0,Travel_Rarely,Sales,8,4,Marketing,3,Male,2,Sales Executive,3,Divorced,7104,Y,No,12,3,4,6,3,5,0,1,2
32,0,Travel_Rarely,Research & Development,9,4,Life Sciences,1,Female,2,Research Scientist,4,Married,6322,Y,Yes,12,3,4,6,2,6,4,0,5
30,0,Travel_Frequently,Research & Development,3,3,Medical,3,Female,1,Research Scientist,3,Divorced,2083,Y,No,20,4,3,1,3,1,0,0,0
53,0,Travel_Rarely,Sales,1,1,Medical,4,Female,2,Sales Executive,1,Single,8381,Y,No,20,4,4,18,4,14,7,8,10
34,0,Travel_Rarely,Research & Development,1,5,Life Sciences,2,Male,1,Research Scientist,4,Married,2691,Y,No,12,3,4,10,2,10,9,8,8
45,1,Travel_Frequently,Sales,26,4,Life Sciences,1,Female,2,Sales Executive,1,Married,4286,Y,No,14,3,4,5,3,1,1,0,0
26,0,Travel_Rarely,Research & Development,6,3,Life Sciences,3,Female,1,Laboratory Technician,4,Married,2659,Y,Yes,13,3,3,3,3,3,2,0,2
37,0,Travel_Rarely,Research & Development,3,3,Other,3,Male,3,Manufacturing Director,3,Married,9434,Y,No,15,3,3,10,3,10,7,7,8
29,0,Travel_Rarely,Sales,3,2,Medical,2,Female,2,Sales Executive,3,Married,5561,Y,No,14,3,1,6,2,6,0,1,2
35,0,Travel_Rarely,Research & Development,6,4,Life Sciences,2,Male,2,Research Scientist,4,Single,6646,Y,No,13,3,2,17,3,17,11,11,8
33,0,Travel_Frequently,Research & Development,6,3,Life Sciences,3,Male,2,Healthcare Representative,4,Divorced,7725,Y,No,23,4,3,15,1,13,11,4,7
54,0,Travel_Rarely,Human Resources,19,4,Medical,3,Male,3,Human Resources,2,Married,10725,Y,No,15,3,3,16,4,9,7,7,1
36,0,Travel_Rarely,Research & Development,9,2,Medical,2,Male,2,Manufacturing Director,2,Divorced,8847,Y,Yes,11,3,3,13,3,3,2,0,2
27,0,Travel_Rarely,Research & Development,3,4,Medical,1,Male,1,Research Scientist,4,Single,2045,Y,No,13,3,4,5,3,4,2,1,1
20,1,Travel_Rarely,Research & Development,10,1,Medical,4,Male,1,Research Scientist,3,Single,1009,Y,Yes,11,3,4,1,3,1,0,1,1
33,1,Travel_Frequently,Research & Development,3,3,Life Sciences,1,Male,1,Research Scientist,1,Single,3348,Y,Yes,11,3,1,10,3,10,8,9,7
35,0,Non-Travel,Research & Development,3,3,Life Sciences,3,Male,1,Laboratory Technician,3,Married,1281,Y,No,18,3,3,1,3,1,0,0,0
23,0,Travel_Rarely,Research & Development,4,3,Medical,1,Male,1,Research Scientist,1,Married,2819,Y,No,16,3,1,5,4,3,2,0,2
25,0,Travel_Rarely,Sales,8,3,Life Sciences,4,Male,2,Sales Executive,2,Married,4851,Y,No,22,4,3,4,3,3,2,1,2
38,0,Travel_Rarely,Sales,7,4,Marketing,4,Female,2,Sales Executive,4,Single,4028,Y,No,20,4,1,8,3,7,7,0,5
29,0,Travel_Frequently,Research & Development,1,4,Life Sciences,2,Male,1,Research Scientist,4,Divorced,2720,Y,No,18,3,4,10,3,10,7,2,8
48,0,Travel_Rarely,Sales,2,1,Marketing,2,Male,2,Sales Executive,2,Married,8120,Y,No,12,3,4,12,3,2,2,2,2
27,0,Travel_Frequently,Sales,3,1,Medical,4,Female,2,Sales Executive,4,Divorced,4647,Y,Yes,20,4,2,6,3,6,5,0,4
37,0,Travel_Rarely,Research & Development,10,2,Life Sciences,4,Male,1,Research Scientist,4,Single,4680,Y,No,17,3,1,4,3,1,0,0,0
50,0,Travel_Rarely,Research & Development,28,1,Medical,4,Male,1,Laboratory Technician,3,Married,3221,Y,Yes,11,3,3,20,3,20,8,3,8
34,0,Travel_Rarely,Research & Development,9,3,Medical,4,Female,3,Healthcare Representative,2,Single,8621,Y,No,14,3,2,9,4,8,7,7,7
24,1,Travel_Rarely,Sales,3,2,Life Sciences,1,Female,2,Sales Executive,3,Single,4577,Y,No,14,3,1,4,3,2,2,2,0
39,0,Travel_Rarely,Research & Development,2,4,Technical Degree,4,Female,2,Healthcare Representative,3,Single,4553,Y,No,11,3,1,20,3,20,7,11,10
32,0,Travel_Rarely,Sales,10,3,Marketing,4,Male,2,Sales Executive,4,Single,5396,Y,No,12,3,4,10,2,10,7,0,8
50,1,Travel_Frequently,Sales,8,2,Technical Degree,2,Male,2,Sales Executive,3,Married,6796,Y,Yes,14,3,1,18,3,4,3,1,3
38,0,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Female,2,Healthcare Representative,4,Single,7625,Y,No,13,3,3,10,2,9,7,1,8
27,0,Travel_Rarely,Research & Development,1,2,Life Sciences,3,Female,3,Manufacturing Director,1,Married,7412,Y,No,11,3,4,9,3,9,7,0,7
32,0,Travel_Rarely,Research & Development,3,2,Life Sciences,3,Female,3,Research Director,4,Single,11159,Y,No,15,3,4,10,3,7,7,7,7
47,0,Travel_Rarely,Sales,14,4,Marketing,4,Male,2,Sales Executive,1,Single,4960,Y,No,12,3,4,20,3,7,7,1,7
40,0,Travel_Frequently,Sales,5,4,Life Sciences,4,Male,3,Sales Executive,1,Married,10475,Y,Yes,21,4,3,20,3,18,13,1,12
53,0,Travel_Rarely,Research & Development,7,3,Life Sciences,3,Male,4,Research Director,3,Married,14814,Y,No,19,3,3,32,3,5,1,1,3
41,0,Travel_Rarely,Human Resources,10,4,Human Resources,2,Male,5,Manager,4,Divorced,19141,Y,No,15,3,2,23,2,21,6,12,6
60,0,Travel_Rarely,Sales,16,4,Marketing,1,Male,2,Sales Executive,1,Single,5405,Y,No,14,3,4,10,3,2,2,2,2
27,0,Travel_Frequently,Research & Development,10,2,Life Sciences,4,Male,3,Manufacturing Director,1,Divorced,8793,Y,No,21,4,3,9,2,9,7,1,7
41,0,Travel_Rarely,Human Resources,1,3,Human Resources,4,Male,5,Manager,3,Married,19189,Y,No,12,3,2,22,3,22,7,2,10
50,0,Travel_Rarely,Sales,8,4,Marketing,4,Male,1,Sales Representative,2,Married,3875,Y,No,15,3,4,4,3,2,2,2,2
28,1,Travel_Rarely,Research & Development,1,2,Life Sciences,1,Female,1,Research Scientist,2,Single,2216,Y,Yes,13,3,4,10,3,7,7,3,7
36,0,Non-Travel,Research & Development,8,3,Life Sciences,1,Female,3,Research Director,1,Married,11713,Y,No,14,3,1,10,3,8,7,0,5
38,0,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Female,3,Manufacturing Director,3,Single,7861,Y,Yes,14,3,4,10,4,1,0,0,0
44,0,Non-Travel,Research & Development,24,3,Medical,1,Male,1,Laboratory Technician,3,Single,3708,Y,No,14,3,3,9,3,5,2,1,4
47,0,Travel_Frequently,Sales,3,3,Medical,4,Female,4,Sales Executive,3,Divorced,13770,Y,Yes,12,3,4,28,2,22,2,11,13
30,0,Travel_Rarely,Sales,27,5,Marketing,3,Male,2,Sales Executive,4,Divorced,5304,Y,No,23,4,4,10,2,8,7,7,7
29,0,Travel_Rarely,Sales,10,3,Life Sciences,3,Male,1,Sales Representative,3,Single,2642,Y,No,11,3,3,1,3,1,0,0,0
42,1,Travel_Frequently,Research & Development,19,3,Medical,3,Male,1,Research Scientist,3,Divorced,2759,Y,Yes,12,3,4,7,3,2,2,2,2
43,0,Travel_Frequently,Sales,15,3,Life Sciences,4,Male,2,Sales Executive,4,Married,6804,Y,No,18,3,3,7,3,2,2,2,2
34,0,Travel_Rarely,Research & Development,8,2,Medical,2,Female,2,Healthcare Representative,3,Single,6142,Y,No,11,3,4,10,3,5,1,4,3
23,0,Travel_Rarely,Research & Development,9,1,Medical,2,Male,1,Laboratory Technician,1,Married,2500,Y,No,14,3,4,5,4,4,3,0,2
39,0,Travel_Rarely,Human Resources,3,3,Human Resources,3,Female,2,Human Resources,2,Married,6389,Y,No,15,3,3,12,1,8,3,3,6
56,0,Travel_Rarely,Research & Development,9,3,Medical,3,Male,4,Healthcare Representative,4,Married,11103,Y,No,11,3,3,30,2,10,7,1,1
40,0,Travel_Rarely,Research & Development,2,1,Medical,4,Female,1,Research Scientist,4,Single,2342,Y,Yes,20,4,4,5,2,4,2,2,3
